productId,title,url,image,description,category,currency,originalPrice,price,availability,condition,custom_label_address,custom_label_star,custom_label_room,custom_label_maxpeople,custom_label_facilities
76239,Art Homestay Vũng Tàu,https://ticotravel.com.vn/homestay/art-homestay-vung-tau/,https://ticotravel.com.vn/wp-content/uploads/2021/12/art-homestay-vung-tau-1-600x450.jpg,Art Homestay Vũng Tàu là điểm lưu trú yêu thích của nhiều du khách khi du lịch nghỉ mát tại thành phố biển. Cùng Tico Travel khám phá nhé,Homestay > Art Homestay Vũng Tàu,VND,,,in stock,new,"số 78 Lê Ngọc Hân, Phường 1, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",,Double Room Dorm,10 - 15 người,Tiệc BBQ
79775,Ầu Ơ homestay - Chốn bình yên giữa lòng “Đà Lạt phía Bắc”,https://ticotravel.com.vn/homestay/au-o-homestay/,https://ticotravel.com.vn/wp-content/uploads/2021/12/au-o-homestay-1-600x450.jpg,"Ầu Ơ Homestay được bao phủ bởi thiên nhiên xanh mát, tươi đẹp sẽ cho du khách những phút giây thư giãn, xua tan căng thẳng.",Homestay > Ầu Ơ Homestay,VND,,,in stock,new,"Khu 1, thị trấn Tam Đảo, Vĩnh Phúc",,Double Room Twin Room Family,2 - 6 người,"Quán cafe, Restaurant"
118381,"Auberge De Meo Vac - Tico Travel - Dịch vụ thuê villa, biệt thự nghỉ dưỡng hàng đầu Việt Nam",https://ticotravel.com.vn/homestay/auberge-de-meo-vac/,https://ticotravel.com.vn/wp-content/uploads/2022/10/Auberge-De-Meo-Vac-2-600x450.jpg,,Homestay > Auberge De Meo Vac,VND,,,in stock,new,"Thôn Chúng Pả A, Thị trấn Mèo Vạc, Hà Giang",,Double Room Twin Room,10 - 20 người,
70657,Review Aurora Homestay Đà Lạt - Ngôi nhà cổ tích Đà Lạt,https://ticotravel.com.vn/homestay/aurora-homestay-da-lat/,https://ticotravel.com.vn/wp-content/uploads/2022/03/aurora-homestay-da-lat-1-1-600x450.jpg,"Aurora Homestay Đà Lạt là homestay xinh xắn với khoảng sân rộng và nhiều cây xanh, những chi tiết nhỏ được kỳ công chuẩn bị bởi chủ nhà.",Homestay > Aurora Homestay Đà Lạt,VND,,,in stock,new,"Số 50 Đường Sương Nguyệt Ánh, Phường 9, Thành phố Đà Lạt, tỉnh Lâm Đồng",,Double Room Twin Room Family,5 - 15 người,Tiệc BBQ
67328,Aya Homestay - Nét đẹp mộng mơ giữa lòng Sài Thành ,https://ticotravel.com.vn/homestay/aya-homestay/,https://ticotravel.com.vn/wp-content/uploads/2021/12/AYA-Homestay-sai-gon-5-600x450.jpg,"Aya Homestay được lấy cảm hứng từ lối sống du mục, mang phong cách thiết kế đa dạng, đem đến cho du khách những trải nghiệm mới mẻ",Homestay > Aya Homestay,VND,,,in stock,new,"25/33 Nguyễn Bỉnh Khiêm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Double Room Twin Room Family,10 - 15 người,Restaurant
62931,Bách Xanh House - Góc nghỉ ngơi yên bình tại Tam Đảo,https://ticotravel.com.vn/homestay/bach-xanh-house/,https://ticotravel.com.vn/wp-content/uploads/2021/12/bach-xanh-house-4-600x450.jpg,"Bạn muốn đi xa khỏi thành phố xô bồ và náo nhiệt, muốn đi đến nơi chỉ có sự yên bình. Vậy Bách Xanh House chính là lựa chọn tuyệt vời cho bạn.",Homestay > Bách Xanh House,VND,,,in stock,new,,,Bungalow,10 - 15 người,"Có bể bơi, Tiệc BBQ"
100171,Bamboo Homestay Huế - Tìm về chốn bình yên nơi cố đô,https://ticotravel.com.vn/homestay/bamboo-homestay-hue/,https://ticotravel.com.vn/wp-content/uploads/2021/12/Bamboo-homestay-hue-1-copy-600x450.jpg,Đến Huế không thể không nhắc đến Bamboo Homestay Huế - một căn nhà mang nét đẹp giản dị. Hãy cùng Tico Travel khám phá vẻ đẹp của homestay này nhé! ,Homestay > Bamboo Homestay Huế,VND,,,in stock,new,"số 56B Điện Biên Phủ, Thành phố Huế, Tỉnh Thừa Thiên Huế",,Double Room Twin Room Family,10 - 15 người,Cho thuê xe
118374,"Bản Tha Homestay - Tico Travel - Dịch vụ thuê villa, biệt thự nghỉ dưỡng hàng đầu Việt Nam",https://ticotravel.com.vn/homestay/ban-tha-homestay/,https://ticotravel.com.vn/wp-content/uploads/2022/10/homestay-ban-tha-1-600x450.jpg,,Homestay > Bản Tha Homestay,VND,,,in stock,new,"bản Tha, Lũng Cú, Hà Giang",,Double Room Twin Room,10 - 20 người,
118302,"Ban Urban Homestay - Tico Travel - Dịch vụ thuê villa, biệt thự nghỉ dưỡng hàng đầu Việt Nam",https://ticotravel.com.vn/homestay/ban-urban-homestay/,https://ticotravel.com.vn/wp-content/uploads/2022/10/ban-urban-homestay-1-600x450.jpg,,Homestay > Ban Urban Homestay,VND,,,in stock,new,"22 Trần Nhật Duật, thành phố Buôn Ma Thuột",,Double Room Twin Room,10 - 20 người,
69176,BaNaNa homestay Phú Quốc - Khu Lưu Trú Trên Mặt Nước,https://ticotravel.com.vn/homestay/banana-homestay-phu-quoc/,https://ticotravel.com.vn/wp-content/uploads/2021/12/banana-homestay-3-600x450.jpg,BaNaNa homestay Phú Quốc - một khu lưu trú đã khai thác thế mạnh của miền Tây đem vào du lịch để mang cho chúng ta cảm giác mới lạ,Homestay > Banana Homestay Phú Quốc,VND,,,in stock,new,,,Double Room Family Bungalow,10 - 15 người,"Tiệc BBQ, Restaurant"
92459,Bare Chic - Bare Boutique Stays - Thân thuộc như ở nhà,https://ticotravel.com.vn/homestay/bare-chic-bare-boutique-stays/,https://ticotravel.com.vn/wp-content/uploads/2021/12/Bare-Boutique-Stays-1-600x450.jpg,Người ta đã quen với hình ảnh Sài Gòn hoa lệ với nhịp sống ồn ào thì Bare Chic - Bare Boutique Stays sẽ mang đến cảm giác hoàn toàn trái ngược,Homestay > Bare Chic – Bare Boutique Stays,VND,,,in stock,new,"Số 18, Hẻm 12, Đường Nguyễn Thị Minh Khai, Quận 01, TP. Hồ Chí Minh",,Double Room Twin Room,10 - 15 người,
71339,Review BB Homestay Đà Lạt - Chốn thơ mộng tại Đà Lạt,https://ticotravel.com.vn/homestay/bb-homestay-da-lat/,https://ticotravel.com.vn/wp-content/uploads/2021/12/BB-Homestay-da-lat-6-600x450.jpg,BB Homestay Đà Lạt là homestay cung cấp chỗ nghỉ đầy tiện nghi và hiện đại cho mọi du khách tham quan khi đến ghé thăm Đà Lạt.,Homestay > BB Homestay Đà Lạt,VND,,,in stock,new,"Số 110 đường Ngô Thì Sỹ, Phường 4, Thành phố Đà Lạt, tỉnh Lâm Đồng.",,Double Room Twin Room Family,5 - 15 người,Cho thuê xe
144009,"Bego Homestay - Tico Travel - Dịch vụ thuê villa, biệt thự nghỉ dưỡng hàng đầu Việt Nam",https://ticotravel.com.vn/homestay/bego-homestay/,https://ticotravel.com.vn/wp-content/uploads/2023/05/Bego-Homestay-9-1.jpg,,Homestay > Bego Homestay,VND,,,in stock,new,"01B Dã Tượng, 07 Trần Khánh Dư, Nguyễn Văn Cừ, Thành phố Qui Nhơn, Bình Định",,Double Room,10 - 20 người,Tiệc BBQ
143995,"Biển Hostel - Tico Travel - Dịch vụ thuê villa, biệt thự nghỉ dưỡng hàng đầu Việt Nam",https://ticotravel.com.vn/homestay/bien-hostel/,https://ticotravel.com.vn/wp-content/uploads/2023/05/Bien-Hostel-7-1.jpg,,Homestay > Biển Hostel,VND,,,in stock,new,"216/2 Xuân Diệu, Trần Phú, Thành phố Qui Nhơn, Bình Định",,,5 - 10 người,Đầy đủ các tiện nghi hiện đại
143947,"Blossom Sea - Tico Travel - Dịch vụ thuê villa, biệt thự nghỉ dưỡng hàng đầu Việt Nam",https://ticotravel.com.vn/homestay/blossom-sea/,https://ticotravel.com.vn/wp-content/uploads/2023/05/Blossom-Sea-1-1.jpg,,Homestay > Blossom Sea,VND,,,in stock,new,"270 Diên Hồng, Quy Nhơn, Bình Định",,Double Room,30 - 40 người,Gần biển và trung tâm thành phố
62818,Review Bo and Miu Homestay Đà Nẵng - Lặng lẽ giữa phố xá,https://ticotravel.com.vn/homestay/bo-and-miu-homestay/,https://ticotravel.com.vn/wp-content/uploads/2021/12/Bo-and-Miu-Homestay-da-nang-6.jpg,"Bo And Miu Homestay là một căn nhà cấp 4 gồm 5 phòng xinh xắn, giản dị. Căn nhà được thiết kế theo phong cách truyền thống...",Homestay > Bo and Miu Homestay,VND,,,in stock,new,"Khuê Mỹ Đông 12, phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",,Double Room Twin Room,10 - 15 người,Bữa sáng miễn phí
118213,"Bốn Triệu Homestay - Tico Travel - Dịch vụ thuê villa, biệt thự nghỉ dưỡng hàng đầu Việt Nam",https://ticotravel.com.vn/homestay/bon-trieu-homestay/,https://ticotravel.com.vn/wp-content/uploads/2022/10/bon-trieu-homestay-1-600x450.jpg,,Homestay > Bốn Triệu Homestay,VND,,,in stock,new,"Quang Trung, Thống Nhất, Thành phố Buôn Ma Thuột",,Double Room Twin Room,10 - 20 người,
118365,"Bống Bang Homestay - Tico Travel - Dịch vụ thuê villa, biệt thự nghỉ dưỡng hàng đầu Việt Nam",https://ticotravel.com.vn/homestay/bong-bang-homestay/,https://ticotravel.com.vn/wp-content/uploads/2022/10/bong-bang-homestay-1-600x450.jpg,,Homestay > Bống Bang Homestay,VND,,,in stock,new,"Nà Mạ, Yên Minh, Hà Giang",,Double Room Twin Room,10 - 20 người,
68714,Review Bọt Biển Homestay - Ngôi nhà xinh xắn tại Phan Thiết,https://ticotravel.com.vn/homestay/bot-bien-homestay/,https://ticotravel.com.vn/wp-content/uploads/2021/12/bot-bien-homestay-5-600x450.jpg,"Bọt Biển Homestay mong muốn mọi du khách khi đến đây nghỉ ngơi cũng sẽ có niềm vui, sự vô tư vui vẻ như chú Bọt Biển trong phim hoạt hình",Homestay > Bọt Biển Homestay,VND,,,in stock,new,"Đường Nguyễn Hữu Thọ, Mũi Né, Thành phố Phan Thiết, Bình Thuận",,,10 - 15 người,
70208,Brika Homestay - Tầm view đắc địa bao trọn Vịnh Hạ Long,https://ticotravel.com.vn/homestay/brika-homestay/,https://ticotravel.com.vn/wp-content/uploads/2021/12/brika-homestay-6-600x450.jpg,Brika Homestay là một trong những homestay giá rẻ nhưng chất lượng thu hút nhiều bạn trẻ đến nghỉ dưỡng tại Hạ Long.,Homestay > Brika Homestay,VND,,,in stock,new,"Khu 17T2, chung cư Green Bay, đường Hoàng Quốc Việt, Hạ Long",,Double Room Twin Room Family,10 - 15 người,Cho thuê xe
118342,"Bụi Homestay Đồng Văn - Tico Travel - Dịch vụ thuê villa, biệt thự nghỉ dưỡng hàng đầu Việt Nam",https://ticotravel.com.vn/homestay/bui-homestay-dong-van/,https://ticotravel.com.vn/wp-content/uploads/2022/10/Bui-Homestay-1-600x450.jpg,,Homestay > Bụi Homestay Đồng Văn,VND,,,in stock,new,"Cổng chào Đồng Văn, ngã 3 đi Lũng Cú, Hà Giang",,Double Room Twin Room,10 - 20 người,
80778,Cá Homestay - Nơi “trốn” bí ẩn giữa lòng thành phố Hà Nội,https://ticotravel.com.vn/homestay/ca-homestay-ha-noi/,https://ticotravel.com.vn/wp-content/uploads/2021/12/Lacaito-homestay-ha-noi-6.jpg,Cá Homestay Hà Nội là một homestay nhỏ dành cho những du khách mong muốn được trải nghiệm du lịch gần gũi với đời sống của người dân.,Homestay > Cá Homestay Hà Nội,VND,,,in stock,new,"Số 1, ngõ 121, đường Đại La, Hai Bà Trưng, Hà Nội.",,Double Room Twin Room Family,2 - 6 người,
92613,Cactusland Homestay - Homestay mộng mơ giữa lòng Sài Gòn,https://ticotravel.com.vn/homestay/cactusland-homestay/,https://ticotravel.com.vn/wp-content/uploads/2021/12/Cactusland-Homestay-sai-gon-1-600x450.jpg,Nếu bạn là người đam mê tìm hiểu và khám phá những điều mới mẻ thì hãy xách balo lên và đến ngay với Cactusland homestay nhé.,Homestay > Cactusland Homestay,VND,,,in stock,new,"Đường Trần Hưng Đạo, phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",,Twin Room Family,2 - 6 người,
62932,Review Camilla Homestay - Chốn bình yên giữa Hạ Long,https://ticotravel.com.vn/homestay/camilla-homestay/,https://ticotravel.com.vn/wp-content/uploads/2021/12/Camilla-homestay-4-600x450.jpg,"Camilla Homestay là cái tên quen thuộc với du khách khi đến với Hạ Long. Homestay sở hữu vẻ đẹp mộc mạc, gần gũi, nhưng cũng nổi bật với du khách khi đến đây.",Homestay > Camilla Homestay,VND,,,in stock,new,"Đường Hoàng Quốc Việt, số 1616 - tòa 17T1 chung cư Green Bay, Hạ Long, Quảng Ninh",,Double Room Twin Room Family,5 - 15 người,Tiệc BBQ
64787,Review Can House - Homestay cực chill ở Huế,https://ticotravel.com.vn/homestay/can-house/,https://ticotravel.com.vn/wp-content/uploads/2021/12/Can-House-Hue-5-copy-600x450.jpg,"Can House Huế là chốn lưu trú nghỉ dưỡng lý tưởng cho các bạn trẻ. Homestay để lại dấu ấn trong lòng du khách bởi không gian thoáng mát, nhiều cây xanh.",Homestay > Can House,VND,,,in stock,new,"Kiệt 45 số 9 Duy Tân, An Cựu, Thành phố Huế, Thừa Thiên Huế",,Double Room Twin Room,10 - 15 người,"Có bể bơi, Tiệc BBQ"
69229,Review Cani Beach House - Sắc xanh nổi bật ven biển,https://ticotravel.com.vn/homestay/cani-beach-house/,https://ticotravel.com.vn/wp-content/uploads/2021/12/Cani-Beach-House-Homestay-da-nang-6.jpg,"Cani Beach House là một homestay nổi bật nằm ngay cạnh bãi biển. Có thể nói, homestay có vẻ đẹp trọn vẹn không góc chết, thu hút được vô số du khách ghé thăm.",Homestay > Cani Beach House,VND,,,in stock,new,"Số 6 Lê Bôi, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam",,Double Room Twin Room Family,10 - 15 người,"Có bể bơi, Cho thuê xe"
70905,Carol's Homestay Đà Nẵng - Vẻ đẹp trìu mến tại Đà Nẵng,https://ticotravel.com.vn/homestay/carols-homestay-da-nang/,https://ticotravel.com.vn/wp-content/uploads/2021/12/Carols-Homestay-da-nang-6.jpg,Carol’s Homestay Đà Nẵng là homestay ở giữa lòng thành phố Đà Nẵng. Sự phục vụ chất lượng của homestay sẽ giúp cho du khách,Homestay > Carol’s Homestay Đà Nẵng,VND,,,in stock,new,"4 - 6 Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam",,Double Room Twin Room Family,10 - 15 người,"Tiệc BBQ, Sân thượng"
55936,Casabella Homestay,https://ticotravel.com.vn/homestay/casabella-homestay/,https://ticotravel.com.vn/wp-content/uploads/2022/02/Casabella-homestay-vung-tau-1-600x450.jpg,Casabella Homestay- một trong những căn homestay đẹp nhất Vũng Tàu được rất nhiều bạn trẻ săn đón và lựa chọn làm địa điểm dừng chân,Homestay > Casabella homestay,VND,,,in stock,new,"Phan Chu Trinh, Phường 2, Thành phố Vũng Tầu, Bà Rịa - Vũng Tàu",,,10 - 15 người,"Có bể bơi, Restaurant"
65338,Review Cát Homestay Quy Nhơn - Homestay mộc mạc tại Quy Nhơn ,https://ticotravel.com.vn/homestay/cat-homestay-quy-nhon/,https://ticotravel.com.vn/wp-content/uploads/2021/12/Cat-homestay-quy-nhon-5.jpg,"Cát Homestay Quy Nhơn có dáng vẻ mộc mạc, tạo cảm giác nơi đây cũng như nhà chính mình. Homestay nằm gần biển nên bạn có thể dễ dàng ngắm bình minh và hoàng hôn",Homestay > Cát Homestay Quy Nhơn,VND,,,in stock,new,"316 Xuân Diệu, Quy Nhơn, Việt Nam",,Double Room Twin Room Family,10 - 15 người,Cho thuê xe
62236,Ceeland Homestay Sóc Sơn - Căn nhà độc đáo trên đồi,https://ticotravel.com.vn/homestay/ceeland-homestay-soc-son/,https://ticotravel.com.vn/wp-content/uploads/2021/12/Ceeland-homestay-soc-son-5.jpg,"Ceeland Homestay Sóc Sơn quả là điều tuyệt vời dành cho những ai yêu thích những buổi tiệc ấm cúng bên gia đình, người thân và bạn bè.",Homestay > Ceeland Homestay Sóc Sơn,VND,,,in stock,new,,,Family,10 - 15 người,Tiệc BBQ
52412,Review Cesar Homestay Phan Thiết - Căn nhà xinh xắn nơi biển cả,https://ticotravel.com.vn/homestay/cesar-homestay/,https://ticotravel.com.vn/wp-content/uploads/2021/12/cesar-homestay-2-600x450.jpg,Liên hệ đặt phòng Cesar Homestay Phan Thiết qua hotline 0943 333 333 nhận ngay voucher giảm giá lên tới 20% tại Tico Travel ngay hôm nay,Homestay > CESAR HOMESTAY,VND,,,in stock,new,"Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận",,Double Room Twin Room Family,10 - 15 người,Cho thuê xe
98401,Chill Garden Homestay - Nét đẹp bình yên giữa phố núi Ba Vì,https://ticotravel.com.vn/homestay/chill-garden/,https://ticotravel.com.vn/wp-content/uploads/2021/12/chill-garden-homestay-7.jpg,Chill Garden Homestay là một trong những homestay hiếm hoi đạt tiêu chuẩn 5 sao theo đánh giá của du khách trên các nền tảng trang web du lịch uy tín,Homestay > Chill Garden Homestay,VND,,,in stock,new,"Thôn Bài, xã Yên Bài, Huyện Ba Vì, Thành phố Hà Nội",,,10 - 15 người,Tiệc BBQ
